date,content,source,url
2025-04-04 12:15:50,"Global Stocks Extend Sell-Off on Trump Tariffs. Global stocks are falling, extending Thursday's rout, as President Donald Trump's sweeping reciprocal tariffs raised fears of a deepening trade war and...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaddPNn47sjH0nQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037150/RO=10/RU=https%3a%2f%2fwww.investopedia.com%2fglobal-stocks-extend-sell-off-on-trump-tariffs-11709000/RK=2/RS=u7N0sohE.DOCU2lwnmJSwqccTUE-
2025-04-04 12:15:50,"3 ways Big Tech is vulnerable to European tariff retaliation. President Donald Trump announced widespread tariffs on Wednesday, sending thestock marketplunging....",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaddPNn47sjGUnQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037150/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fnews%2f3-ways-big-tech-vulnerable-185300315.html%3ffr%3dsycsrp_catchall/RK=2/RS=iW.c8R07lIXkBfwlN5VlOA_6p_8-
2025-04-04 12:15:50,"Global Stocks Extend Sell-Off on Trump Tariffs. Global stocks are falling, extending Thursday's rout, as President Donald Trump's sweeping reciprocal tariffs raised fears of a deepening trade war and...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaddPNn47sjG0nQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037150/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fglobal-stocks-extend-sell-off-104838155.html%3ffr%3dsycsrp_catchall/RK=2/RS=Zr0JO9sKnN_qC2yihXpcXCm0Z7Y-
2025-04-04 12:15:50,"As Microsoft turns 50, Nadella sees future success built on ability to 'win the.... Microsoft CEO Satya Nadella speaks during the Microsoft Build conference at Microsoft headquarters...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaddPNn47sjEUnQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037150/RO=10/RU=https%3a%2f%2fwww.cnbc.com%2f2025%2f04%2f04%2fmicrosoft-turns-50-future-success-built-on-ability-to-win-the-new-.html/RK=2/RS=bQX1c4qmARYy9a71cCprPhDz8CE-
2025-04-04 12:15:48,Microsoft's Copilot gets personal for 50th anniversary. The AI assistant will now remember details about you for personalization and execute tasks for you...,Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqbdPNnhDQj9bjQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1744037147/RO=10/RU=https%3a%2f%2fqz.com%2fmicrosofts-copilot-gets-personal-for-50th-anniversary-1851774852/RK=2/RS=TNIwPsUEWSPR14rESMQldyr4jQM-
2025-04-04 12:15:48,"Tech group leader sends startling eight-word message about tariffs. Many tech companies have plunged over the past two days in response to the sweeping tariffnews,...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqbdPNnhDQj6rjQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037147/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2ftech-group-leader-sends-startling-000700408.html%3ffr%3dsycsrp_catchall/RK=2/RS=02H3.Tb53cUYwMMeNQvAGjjuHjY-
2025-04-04 12:15:44,"Informatica stock hits 52-week low at $16.37 amid market challenges By.... According to InvestingPro analysis, the company maintains impressive financial health with a current ratio of 1.82 and industry-leading gross profit margins of 80.35%. Investors have witnessed ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaYdPNn778jn0bQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037144/RO=10/RU=https%3a%2f%2fca.investing.com%2fnews%2fcompany-news%2finformatica-stock-hits-52week-low-at-1637-amid-market-challenges-93CH-3941478/RK=2/RS=dmPfMnnxNjesI0YHOYCIHdMqZKM-
2025-04-04 12:15:44,"Why FedEx (FDX) Stock Is Nosediving. Shares of parcel and cargo delivery company FedEx (NYSE:FDX) fell 12.2% in the afternoon session after President Trump announced ""reciprocal tariffs"" on...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaYdPNn778jo0bQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037144/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fwhy-fedex-fdx-stock-nosediving-195909742.html%3ffr%3dsycsrp_catchall/RK=2/RS=vOZA_GO49pvyXRfXc2v6gIj_Bvs-
2025-04-04 12:15:44,"Hedeker Wealth LLC Has $19.79 Million Stake in Microsoft Co. (NASDAQ:MSFT). Hedeker Wealth LLC lifted its stake in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.5% during the 4th quarter, according to its most recent disclosure with the Securities & Exchange Commission ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaYdPNn778jnEbQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037144/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f04%2fhedeker-wealth-llc-has-19-79-million-stake-in-microsoft-co-nasdaqmsft%2f/RK=2/RS=7g14nLFTr.I5J4ASjRiqTjOv_CY-
2025-04-04 12:15:44,Why Columbia Sportswear (COLM) Stock Is Trading Lower Today. Shares of outerwear manufacturer Columbia Sportswear (NASDAQ:COLM) fell 13% in the afternoon session...,Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaYdPNn778jpUbQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037144/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fwhy-columbia-sportswear-colm-stock-201408181.html%3ffr%3dsycsrp_catchall/RK=2/RS=US2vOZY3YOPmdB8TccgIiDH6rZM-
2025-04-04 12:15:42,"3 ways Big Tech is vulnerable to European tariff retaliation. President Donald Trump announced widespread tariffs on Wednesday, sending thestock marketplunging....",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaUdPNnSn8jY2_QtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037141/RO=10/RU=https%3a%2f%2fqz.com%2fhow-big-tech-vulnerable-eu-tariff-retaliation-trump-1851774561/RK=2/RS=4YX2BwJqW239TsRCrZHZvH3v7OI-
2025-04-04 12:15:42,"Intel and TSMC reach tentative deal on chip manufacturing: Report. Shares of Intel jumped on thenews, climbing 2.9%. TSMC would take a 20% stake in the new...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaUdPNnSn8jYW_QtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037141/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fintel-and-tsmc-reach-tentative-deal-on-chip-manufacturing-report-202417844.html%3ffr%3dsycsrp_catchall/RK=2/RS=izP3Scp.Mh8K2QGkh58P744a11E-
2025-04-04 12:15:42,"Telos Capital Management Inc. Sells 633 Shares of Microsoft Co. (NASDAQ:MSFT). Telos Capital Management Inc. cut its position in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 2.0% during the fourth quarter, HoldingsChannel.com reports. The firm owned 31,192 shares ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaUdPNnSn8jZG_QtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037141/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f04%2ftelos-capital-management-inc-sells-633-shares-of-microsoft-co-nasdaqmsft%2f/RK=2/RS=xBtx0JxsOCExJBlffMAFdF6sW.k-
2025-04-04 12:15:42,"Marriott Vacations (VAC) Stock Trades Down, Here Is Why. Shares of vacation ownership company Marriott Vacations (NYSE:VAC) fell 13.3% in the afternoon...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaUdPNnSn8jbm_QtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1744037141/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fmarriott-vacations-vac-stock-trades-195903266.html%3ffr%3dsycsrp_catchall/RK=2/RS=nrByRGYIhF7Cke8lRksT3ddvefU-
2025-04-04 12:15:42,"Etesian Wealth Advisors Inc. Increases Stake in Microsoft Co. (NASDAQ:MSFT). (NASDAQ:MSFT – Free Report) by 0.9% in the 4th quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The fund owned 13,493 shares of the software giant ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaUdPNnSn8jZ2_QtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037141/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f04%2fetesian-wealth-advisors-inc-increases-stake-in-microsoft-co-nasdaqmsft%2f/RK=2/RS=zkF2QDf97iFESDW7PaIOeVAfAdY-
2025-04-04 12:15:38,"Oakworth Capital Inc. Has $19.97 Million Holdings in Microsoft Co. (NASDAQ:MSFT). Oakworth Capital Inc. trimmed its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 2.7% in the 4th quarter, according to the company in its most recent Form 13F filing with the Securities ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqSdPNnTq4jBWHQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037138/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f04%2foakworth-capital-inc-has-19-97-million-holdings-in-microsoft-co-nasdaqmsft%2f/RK=2/RS=jAIPHWxEKWrIVnd7RQTpbZ2oZ0Q-
2025-04-04 12:15:38,"Can AMD Outperform NVIDIA? Let's See if the Stock is Worth Buying Now. Revenues from AMD’s gaming and embedded segments shrunk last year, while the company continues to...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqSdPNnTq4jC2HQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037138/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2famd-outperform-nvidia-lets-see-190500205.html%3ffr%3dsycsrp_catchall/RK=2/RS=gxWNY9uXJozPj_fBIdfDIZhQFrE-
2025-04-04 12:15:36,"The Magnificent 7, Exxon, Nike, Lululemon: Stocks to watch today. Stocks may extend their post-tariff sell-off Friday after China retaliated with its own 34% duties...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaPdPNn_mIi3z_QtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037136/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fmag-7-exxon-nike-lululemon-121000585.html%3ffr%3dsycsrp_catchall/RK=2/RS=km9gU9YsOzWvVE1MoYHeQVD4u1Q-
2025-04-04 12:15:36,"Oakworth Capital Inc. Has $19.97 Million Holdings in Microsoft Co. (NASDAQ:MSFT). Oakworth Capital Inc. trimmed its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 2.7% in the 4th quarter, according to the company in its most recent Form 13F filing with the Securities ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaPdPNn_mIi5T_QtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037136/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f04%2foakworth-capital-inc-has-19-97-million-holdings-in-microsoft-co-nasdaqmsft%2f/RK=2/RS=ESn_1XOvUxCndwFSlvT6BQ7jIRA-
2025-04-04 12:15:33,"Microsoft Co. (NASDAQ:MSFT) Stake Boosted by Adero Partners LLC. Adero Partners LLC boosted its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 5.5% in the fourth quarter, according to the company in its most recent Form 13F... and Exchange Commission ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaMdPNn_vUiKtLQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037133/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f04%2fmicrosoft-co-nasdaqmsft-stake-boosted-by-adero-partners-llc%2f/RK=2/RS=30NJ3Z3JoIxoJvZCCfNFOMiXvWs-
2025-04-04 12:15:33,"onsemi (ON) Stock Trades Down, Here Is Why. Shares of analog chips maker onsemi (NASDAQ:ON) fell 11.3% in the afternoon session after President Trump announced ""reciprocal tariffs"" on all US...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaMdPNn_vUiJNLQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037133/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fonsemi-stock-trades-down-why-200906564.html%3ffr%3dsycsrp_catchall/RK=2/RS=D6u7cf1Xs34UVK1gpRrVAKt1aow-
2025-04-04 12:15:33,"McHugh Group LLC Takes $10.96 Million Position in Microsoft Co. (NASDAQ:MSFT). McHugh Group LLC purchased a new position in Microsoft Co. (NASDAQ:MSFT – Free Report) during the 4th quarter, according to the company in its most recent Form 13F filing with the SEC. The firm ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaMdPNn_vUiJ9LQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037133/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f04%2fmchugh-group-llc-takes-10-96-million-position-in-microsoft-co-nasdaqmsft%2f/RK=2/RS=U2p01KAMUVWOL4Y91udCTZl5LDk-
2025-04-04 12:15:33,"Microsoft unveils a more personal Copilot, leaving rival Apple further behind. Microsoft (MSFT) is giving its AI-powered Copilot a major upgrade, outfitting it with a variety of...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaMdPNn_vUiJtLQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037133/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fmicrosoft-unveils-a-more-personal-copilot-leaving-rival-apple-further-behind-163150665.html%3ffr%3dsycsrp_catchall/RK=2/RS=6_tLlvNC3YcBJMJUntWNjQYWU20-
2025-04-04 12:15:30,"Market Today: Trump's Tariffs Roil Markets, Nvidia Powers New Ni. MarketOverview Thestock marketexperienced a sharp selloff today following President Donald...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaKdPNnHiUih2nQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037130/RO=10/RU=https%3a%2f%2fwww.gurufocus.com%2fnews%2f2762516%2fmarket-today-trumps-tariffs-roil-markets-nvidia-powers-new-nintendo-switch/RK=2/RS=4YJB26jVGMvfPVnMGs5nhN_Q8_s-
2025-04-04 12:15:30,Friday’s big stock stories: What’s likely to move the market in the next trading.... Microsoft AI CEO Mustafa Suleyman is on in the 4 p.m. hour.MSFTYTD mountain Microsoft shares in...,Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaKdPNnHiUikmnQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037130/RO=10/RU=https%3a%2f%2fwww.cnbc.com%2f2025%2f04%2f03%2ffridays-big-stock-stories-whats-likely-to-move-the-market.html/RK=2/RS=NoWKaqHDBOLoETysFUWloe3FrV0-
2025-04-04 12:15:28,"Why Upstart (UPST) Stock Is Falling Today. Shares of aI-powered lending platform Upstart (NASDAQ:UPST) fell 16.5% in the afternoon session after President Trump announced ""reciprocal tariffs"" on...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqHdPNnamcjIpTQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037127/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fwhy-upstart-upst-stock-falling-200906006.html%3ffr%3dsycsrp_catchall/RK=2/RS=A4UfmJejUkymUOsMe0YY1oTvPto-
2025-04-04 12:15:24,"Beacon Financial Advisory LLC Purchases 456 Shares of Microsoft Co..... Beacon Financial Advisory LLC lifted its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 4.8% in the fourth quarter, HoldingsChannel.com reports. The firm owned 9,869 shares of the ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaDdPNndLwjC0fQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1744037123/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f04%2fbeacon-financial-advisory-llc-purchases-456-shares-of-microsoft-co-nasdaqmsft%2f/RK=2/RS=HYBNQlQmpy7ocg.gESWmM42PCig-
2025-04-04 12:15:24,"Microsoft launches upgraded version of Copilot, leaving Apple further behind. It had to pull back its Recall software, which took screenshots of your activity while using your...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaDdPNndLwjB0fQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037123/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fmicrosoft-launches-upgraded-version-of-copilot-leaving-apple-further-behind-160029609.html%3ffr%3dsycsrp_catchall/RK=2/RS=wGguBQfCUH.Hn4GJ_pFniQkiREQ-
2025-04-04 12:15:24,"Encompass Wealth Advisors LLC Sells 4,439 Shares of Microsoft Co. (NASDAQ:MSFT). Encompass Wealth Advisors LLC lowered its stake in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 19.1% in the fourth quarter, according to its most recent 13F filing with the SEC. The ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaDdPNndLwjCEfQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037123/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f04%2fencompass-wealth-advisors-llc-sells-4439-shares-of-microsoft-co-nasdaqmsft%2f/RK=2/RS=7PIR2syreBlgeB0oIobbnQ2YpBM-
2025-04-04 12:15:16,"Stocks have their worst day in years as the Dow plunges almost 1,700 points on.... Markets plummeted Thursday in the wake of President Donald Trump’s tariffs. The Dow Jones Industrial...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZ7dPNnuv4jcRLQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037115/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fdow-set-plunge-1-000-125800943.html%3ffr%3dsycsrp_catchall/RK=2/RS=8j6HPrOv_ayPPL3SwVmDsUA9EQE-
2025-04-04 12:15:16,"The Zacks Analyst Blog Highlights AMD, NVIDIA, Microsoft, Meta and Oracle. Every day the Zacks Equity Research analysts discuss the latestnewsand events impacting stocks and the financial markets. Stocks recently featured in the blog include: Advanced Micro Devices ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZ7dPNnuv4jaxLQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037115/RO=10/RU=https%3a%2f%2fwww.zacks.com%2fstock%2fnews%2f2440568%2fthe-zacks-analyst-blog-highlights-amd-nvidia-microsoft-meta-and-oracle/RK=2/RS=XxBynjkw_lVUmdUVI65ap6uHuHg-
2025-04-04 12:15:13,"Why Boeing (BA) Shares Are Trading Lower Today. Shares of aerospace and defense company Boeing (NYSE:BA) fell 9.5% in the afternoon session after President Trump announced ""reciprocal tariffs"" on all...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_Yp4dPNnIOojqDXQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037113/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fwhy-boeing-ba-shares-trading-195901637.html%3ffr%3dsycsrp_catchall/RK=2/RS=02t2ugxs7kApuKvLLadDx2T_PUc-
2025-04-04 12:15:09,Why Goodyear stock soared while the rest of Wall Street crashed. (Nasdaq: META): down 8.96% Microsoft Corporation (Nasdaq:MSFT): down 2.36% NVIDIA Corporation...,Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZ0dPNnbm4jmnXQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037108/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fwhy-goodyear-stock-soared-while-130500478.html%3ffr%3dsycsrp_catchall/RK=2/RS=8B5sGKfJZk4HMQWiL2QTBnZtXXc-
2025-04-04 12:15:09,"Iron Horse Wealth Management LLC Raises Stock Holdings in Microsoft Co..... Wealth Management LLC raised its stake in Microsoft Co. (NASDAQ:MSFT – Free Report) by 82.4% during the 4th quarter, according to its most recent disclosure with the Securities and Exchange ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZ0dPNnbm4jnXXQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037108/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f04%2firon-horse-wealth-management-llc-raises-stock-holdings-in-microsoft-co-nasdaqmsft%2f/RK=2/RS=TDcm3u_6O0r2cRSLN1.zkQQLNTY-
2025-04-04 12:15:01,"Over 50 and terrified about tariffs and your 401(k)? A lesson from history.. If you adjust for inflation, they weren’t in profit until 2014. The good news, so far, is that the...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZtdPNnHPQjix3QtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037101/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fover-50-terrified-tariffs-401-100000747.html%3ffr%3dsycsrp_catchall/RK=2/RS=Nt3.KrdZxEIsDsXIECkAkvFWQAI-
2025-04-03 12:16:06,CoreWeave CEO Michael Intrator sells shares worth $50 million By Investing.com. CoreWeave CEO Michael Intrator sells shares worth $50 million,Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTatdPNnReIjBCvQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037165/RO=10/RU=https%3a%2f%2fwww.investing.com%2fnews%2finsider-trading-news%2fcoreweave-ceo-michael-intrator-sells-shares-worth-50-million-93CH-3964079/RK=2/RS=eiq6zRpI6Yp2BLuPdosf01n1jnE-
2025-04-03 12:16:03,"What investors should do now after Trump's Liberation Day tariff shock, says.... President Donald Trump's tariff plans have been delivering plenty of shock and awe across global markets. Closer to home, futures are pointing to a 1,200-point-plus plunge for the Dow industrials ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqqdPNnjQwjQdbQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037162/RO=10/RU=https%3a%2f%2fwww.morningstar.com%2fnews%2fmarketwatch%2f20250403229%2fwhat-investors-should-do-now-after-trumps-liberation-day-tariff-shock-says-this-top-strategist/RK=2/RS=axCCUrjQa2GCeXAvy65hq6UnFdU-
2025-04-03 12:16:03,"What investors should do now after Trump's Liberation Day tariff shock, says.... President Donald Trump's tariff plans have been delivering plenty of shock and awe across global markets. Closer to home, futures are pointing to a 1,200-point-plus plunge for the Dow industrials ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqqdPNnjQwjQtbQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037162/RO=10/RU=https%3a%2f%2fwww.morningstar.com%2fnews%2fmarketwatch%2f20250403207%2fwhat-investors-should-do-now-after-trumps-liberation-day-tariff-shock-says-this-top-strategist/RK=2/RS=q5SSTqGfJQEqirk9iyhy2DsAcxk-
2025-04-03 12:16:03,"Morning Brew: Trump's Tariffs Shake Global Markets, Apple and Re. The S&P 500 futures are down 190 points, Nasdaq 100 futures are down 730 points, and Dow Jones...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqqdPNnjQwjStbQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037162/RO=10/RU=https%3a%2f%2fwww.gurufocus.com%2fnews%2f2761521%2fmorning-brew-trumps-tariffs-shake-global-markets-apple-and-retail-giants-hit/RK=2/RS=G3kCIgDuDtAApSvlr.eKT9tsdws-
2025-04-03 12:16:03,"Man With $30K To Deploy Wants Dividends For Life – 'Even If It's Just Enough To.... For many investors, dividend-focused stocks and funds provide a way to generate passive income, whether to supplement retirement, cover day-to-day expenses, or even finance small luxuries like ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqqdPNnjQwjSNbQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037162/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fman-30k-deploy-wants-dividends-141522984.html%3ffr%3dsycsrp_catchall/RK=2/RS=WcRaw8ApoxTdYo65wV6QV69GTzA-
2025-04-03 12:16:03,"What investors should do now after Trump's Liberation Day tariff shock, says.... President Donald Trump's tariff plans have been delivering plenty of shock and awe across global markets. Closer to home, futures are pointing to a 1,200-point-plus plunge for the Dow industrials ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqqdPNnjQwjR9bQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037162/RO=10/RU=https%3a%2f%2fwww.morningstar.com%2fnews%2fmarketwatch%2f20250403231%2fwhat-investors-should-do-now-after-trumps-liberation-day-tariff-shock-says-this-top-strategist/RK=2/RS=SGdXy.cof3uFisV_5uFhc1H3Q3o-
2025-04-03 12:16:03,"US tech, retail stocks lead rout after Trump's tariff blow. Megacap U.S. tech companies including Apple and retail giants Walmart and Nike led a globalmarket...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqqdPNnjQwjRtbQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037162/RO=10/RU=https%3a%2f%2fwww.reuters.com%2ftechnology%2fapple-shares-drop-7-frankfurt-after-trump-tariffs-china-2025-04-03%2f/RK=2/RS=93CECRvUYkHB5nyJ9pzp.qOWg.E-
